Fecha;Fecha_Apertura;Producto;Ventas;Intereses;Comisiones
31/12/2023;9/07/2012;PHIP;611.50;9.72;0.00
31/12/2023;30/08/2012;PHIP;473.32;3.55;0.03
31/12/2023;5/11/2012;PHIP;65.78;0.52;0.01
31/12/2023;1/03/2013;PHIP;240.90;1.87;0.01
31/12/2023;4/03/2013;PHIP;91.15;0.95;0.01
31/12/2023;28/08/2013;PHIP;218.46;1.44;0.02
31/12/2023;6/09/2013;PHIP;882.15;6.75;0.05
31/12/2023;28/10/2013;PHIP;385.53;3.47;0.03
31/12/2023;27/02/2014;PHIP;741.29;5.32;0.04
31/12/2023;5/03/2014;PHIP;1,227.20;14.04;0.02
31/12/2023;29/04/2014;PHIP;2,738.80;18.00;0.08
31/12/2023;26/06/2014;PHIP;96.06;0.78;0.01
31/12/2023;26/08/2014;PHIP;239.27;1.67;0.01
31/12/2023;29/08/2014;PHIP;1,263.64;8.06;0.12
31/12/2023;23/10/2014;PHIP;696.91;5.00;0.00
31/12/2023;29/10/2014;PHIP;1,105.68;7.60;0.07
31/12/2023;26/12/2014;PHIP;584.94;4.18;0.01
31/12/2023;29/12/2014;PHIP;642.85;4.42;0.03
31/12/2023;25/02/2015;PHIP;1,811.36;14.03;0.08
31/12/2023;24/04/2015;PHIP;409.79;2.94;0.08
31/12/2023;30/04/2015;PHIP;803.50;5.90;0.03
31/12/2023;24/06/2015;PHIP;468.91;2.85;0.02
31/12/2023;21/08/2015;PHIP;230.37;1.78;0.01
31/12/2023;27/08/2015;PHIP;199.39;1.34;0.02
31/12/2023;21/10/2015;PHIP;180.90;1.42;0.02
31/12/2023;30/10/2015;PHIP;380.87;2.68;0.02
31/12/2023;21/12/2015;PHIP;2,027.43;23.95;0.04
31/12/2023;23/02/2016;PHIP;1,815.71;12.50;0.10
31/12/2023;26/02/2016;PHIP;58.53;0.48;0.01
31/12/2023;21/04/2016;PHIP;2,348.25;16.50;0.01
31/12/2023;27/04/2016;PHIP;2,876.95;17.55;0.09
31/12/2023;21/06/2016;PHIP;669.03;4.76;0.04
31/12/2023;24/06/2016;PHIP;1,502.28;9.86;0.09
31/12/2023;27/06/2016;PHIP;1,793.39;13.03;0.03
31/12/2023;24/08/2016;PHIP;1,644.98;11.02;0.08
31/12/2023;18/10/2016;PHIP;708.63;8.78;0.00
31/12/2023;15/12/2016;PHIP;2,304.48;16.01;0.07
31/12/2023;21/12/2016;PHIP;117.21;0.87;0.02
31/12/2023;14/02/2017;PHIP;911.88;6.00;0.03
31/12/2023;20/02/2017;PHIP;662.92;4.72;0.03
31/12/2023;25/04/2017;PHIP;1,356.47;8.35;0.06
31/12/2023;16/06/2017;PHIP;816.81;6.24;0.00
31/12/2023;19/06/2017;PHIP;167.66;1.42;0.03
31/12/2023;22/06/2017;PHIP;540.75;3.85;0.03
31/12/2023;13/10/2017;PHIP;1,562.29;11.72;0.11
31/12/2023;19/10/2017;PHIP;1,161.49;8.84;0.00
31/12/2023;13/12/2017;PHIP;1,379.79;9.43;0.56
31/12/2023;22/12/2017;PHIP;359.30;2.58;0.01
31/12/2023;12/02/2018;PHIP;785.41;5.57;0.00
31/12/2023;15/02/2018;PHIP;602.65;4.33;0.03
31/12/2023;11/04/2018;PHIP;768.75;4.87;0.05
31/12/2023;20/04/2018;PHIP;1,195.95;8.49;0.05
31/12/2023;16/05/2018;PVEH;0.24;0.01;0.00
31/12/2023;14/06/2018;PHIP;546.45;4.00;0.05
31/12/2023;20/06/2018;PHIP;137.22;1.15;0.00
31/12/2023;14/08/2018;PHIP;1,495.70;18.08;0.01
31/12/2023;17/08/2018;PHIP;707.73;5.63;0.02
31/12/2023;20/08/2018;PHIP;1,705.21;13.69;0.02
31/12/2023;11/12/2018;PHIP;338.74;2.62;0.02
31/12/2023;14/12/2018;PHIP;266.97;2.07;0.01
31/12/2023;17/12/2018;PHIP;796.68;6.77;0.06
31/12/2023;13/02/2019;PHIP;2,273.62;19.72;0.12
31/12/2023;5/03/2019;PVEH;18.15;0.08;0.06
31/12/2023;8/03/2019;PVEH;17.57;0.08;0.00
31/12/2023;11/03/2019;PVEH;27.12;0.21;0.00
31/12/2023;14/03/2019;PVEH;18.05;0.07;0.00
31/12/2023;12/04/2019;PHIP;1,049.15;7.87;0.06
31/12/2023;15/04/2019;PHIP;906.31;6.67;0.02
31/12/2023;26/04/2019;PCRFA;6.87;0.17;0.00
31/12/2023;2/05/2019;PCRFA;0.58;0.01;0.00
31/12/2023;12/06/2019;PHIP;312.06;3.72;0.00
31/12/2023;26/06/2019;PCRFA;0.13;0.00;0.00
31/12/2023;5/07/2019;PCRFA;4.75;0.08;0.00
31/12/2023;11/07/2019;PVEH;20.67;0.12;0.00
31/12/2023;6/08/2019;PHIP;584.97;3.43;0.01
31/12/2023;9/08/2019;PHIP;2,718.24;16.70;0.28
31/12/2023;12/08/2019;PHIP;2,061.12;15.63;0.05
31/12/2023;29/08/2019;PCRFA;2.92;0.07;0.00
31/12/2023;4/09/2019;PVEH;22.96;0.16;0.05
31/12/2023;10/09/2019;PVEH;104.58;0.77;0.00
31/12/2023;9/10/2019;PHIP;2,423.98;16.26;0.09
31/12/2023;15/10/2019;PHIP;2,901.42;19.04;0.04
31/12/2023;23/10/2019;PCRFA;15.58;0.42;0.00
31/12/2023;26/10/2019;PCRFA;7.52;0.16;0.00
31/12/2023;29/10/2019;PCRFA;10.94;0.27;0.00
31/12/2023;4/11/2019;PVEH;35.98;0.27;0.02
31/12/2023;7/11/2019;PVEH;104.93;0.76;0.03
31/12/2023;6/12/2019;PHIP;888.21;6.47;0.04
31/12/2023;9/12/2019;PHIP;681.76;4.38;0.02
31/12/2023;12/12/2019;PHIP;2,141.70;14.11;0.07
31/12/2023;23/12/2019;PCRFA;3.52;0.03;0.00
31/12/2023;26/12/2019;PCRFA;5.41;0.05;0.00
31/12/2023;7/01/2020;PVEH;61.53;0.58;0.00
31/12/2023;10/01/2020;PVEH;59.93;0.58;0.07
31/12/2023;11/02/2020;PHIP;1,577.39;10.89;0.07
31/12/2023;14/02/2020;PHIP;266.90;1.94;0.01
31/12/2023;22/02/2020;PCRFA;48.86;0.61;0.00
31/12/2023;25/02/2020;PCRFA;11.81;0.23;0.00
31/12/2023;28/02/2020;PCRFA;58.92;1.08;0.00
31/12/2023;2/03/2020;PCRFA;35.61;0.67;0.00
31/12/2023;2/03/2020;PVEH;164.42;1.23;0.03
31/12/2023;5/03/2020;PVEH;99.47;0.69;0.04
31/12/2023;6/04/2020;PHIP;375.00;3.35;0.03
31/12/2023;23/04/2020;PCRFA;82.45;1.55;0.00
31/12/2023;29/04/2020;PCRFA;73.69;1.91;0.00
31/12/2023;29/04/2020;PVEH;22.63;0.19;0.01
31/12/2023;3/06/2020;PHIP;442.41;3.18;0.05
31/12/2023;9/06/2020;PHIP;951.34;6.85;0.07
31/12/2023;12/06/2020;PHIP;825.44;6.15;0.03
31/12/2023;20/06/2020;PCRFA;38.15;0.76;0.00
31/12/2023;23/06/2020;PCRFA;99.71;2.27;0.00
31/12/2023;26/06/2020;PCRFA;43.35;0.79;0.00
31/12/2023;29/06/2020;PCRFA;5.74;0.12;0.00
31/12/2023;2/07/2020;PVEH;85.87;0.70;0.03
31/12/2023;8/07/2020;PVEH;256.99;2.13;0.06
31/12/2023;3/08/2020;PHIP;793.54;5.77;0.05
31/12/2023;6/08/2020;PHIP;1,943.27;13.33;0.09
31/12/2023;20/08/2020;PCRFA;55.98;1.03;0.58
31/12/2023;26/08/2020;PCRFA;130.46;2.90;0.00
31/12/2023;29/08/2020;PCRFA;135.45;2.79;0.00
31/12/2023;1/09/2020;PVEH;493.69;3.80;0.07
31/12/2023;4/09/2020;PVEH;122.50;0.88;0.05
31/12/2023;7/09/2020;PVEH;161.80;1.21;0.07
31/12/2023;9/10/2020;PHIP;310.56;2.41;0.01
31/12/2023;20/10/2020;PCRFA;7.46;0.14;0.00
31/12/2023;23/10/2020;PCRFA;398.61;5.47;0.05
31/12/2023;26/10/2020;PCRFA;595.42;7.49;0.12
31/12/2023;29/10/2020;PCRFA;447.90;4.80;0.08
31/12/2023;29/10/2020;PVEH;56.87;0.46;0.00
31/12/2023;4/11/2020;PVEH;531.43;4.56;0.08
31/12/2023;3/12/2020;PHIP;832.48;5.75;0.09
31/12/2023;9/12/2020;PHIP;556.92;3.50;0.07
31/12/2023;20/12/2020;PCRFA;56.23;0.97;0.00
31/12/2023;23/12/2020;PCRFA;417.60;7.09;0.05
31/12/2023;26/12/2020;PCRFA;61.61;0.92;0.00
31/12/2023;29/12/2020;PVEH;275.78;2.48;0.06
31/12/2023;4/01/2021;PVEH;675.58;5.75;0.18
31/12/2023;2/02/2021;PHIP;138.28;1.25;0.00
31/12/2023;5/02/2021;PHIP;2,984.37;19.41;0.12
31/12/2023;8/02/2021;PHIP;1,941.44;12.04;0.07
31/12/2023;16/02/2021;PCRFA;365.77;6.90;0.66
31/12/2023;19/02/2021;PCRFA;297.32;6.81;0.03
31/12/2023;22/02/2021;PCRFA;113.62;2.26;0.00
31/12/2023;25/02/2021;PCRFA;1,555.21;15.27;0.21
31/12/2023;25/02/2021;PVEH;223.93;1.82;0.07
31/12/2023;3/03/2021;PVEH;78.07;0.59;0.07
31/12/2023;18/04/2021;PCRFA;131.51;2.59;0.01
31/12/2023;21/04/2021;PCRFA;558.07;10.76;0.05
31/12/2023;24/04/2021;PCRFA;792.36;13.78;0.07
31/12/2023;27/04/2021;PCRFA;994.83;14.58;0.12
31/12/2023;27/04/2021;PVEH;172.76;1.39;0.00
31/12/2023;30/04/2021;PVEH;568.34;4.64;0.12
31/12/2023;6/05/2021;PVEH;127.31;1.12;0.00
31/12/2023;1/06/2021;PHIP;1,116.81;6.64;0.06
31/12/2023;4/06/2021;PHIP;978.04;6.57;0.07
31/12/2023;7/06/2021;PHIP;1,636.92;11.05;0.09
31/12/2023;10/06/2021;PHIP;134.16;1.19;0.00
31/12/2023;18/06/2021;PCRFA;1,191.99;16.86;0.18
31/12/2023;21/06/2021;PCRFA;300.54;4.84;0.00
31/12/2023;24/06/2021;PCRFA;643.45;8.46;0.09
31/12/2023;27/06/2021;PCRFA;317.12;4.50;0.22
31/12/2023;30/06/2021;PVEH;135.72;1.10;0.01
31/12/2023;4/08/2021;PHIP;83,302.66;478.33;0.04
31/12/2023;18/08/2021;PCRFA;560.28;11.36;0.05
31/12/2023;21/08/2021;PCRFA;440.42;7.44;0.06
31/12/2023;24/08/2021;PCRFA;681.61;14.38;0.48
31/12/2023;24/08/2021;PVEH;288.52;2.32;0.05
31/12/2023;27/08/2021;PCRFA;766.75;13.99;0.54
31/12/2023;27/08/2021;PVEH;18.79;0.15;0.00
31/12/2023;30/08/2021;PVEH;398.76;3.06;0.08
31/12/2023;2/09/2021;PVEH;359.41;2.79;0.08
31/12/2023;28/09/2021;PHIP;774.99;5.56;0.06
31/12/2023;4/10/2021;PHIP;1,245.09;7.75;0.06
31/12/2023;7/10/2021;PHIP;2,727.20;18.42;0.12
31/12/2023;18/10/2021;PCRFA;1,393.23;22.72;1.14
31/12/2023;21/10/2021;PCRFA;1,323.04;23.80;0.14
31/12/2023;24/10/2021;PCRFA;95.78;1.65;0.01
31/12/2023;2/11/2021;PVEH;467.47;3.59;0.09
31/12/2023;1/12/2021;PHIP;253.24;1.45;0.02
31/12/2023;7/12/2021;PHIP;3,999.53;27.22;0.21
31/12/2023;15/12/2021;PCRFA;2,560.02;40.83;0.27
31/12/2023;18/12/2021;PCRFA;998.77;20.80;0.07
31/12/2023;21/12/2021;PCRFA;1,394.25;27.47;0.12
31/12/2023;24/12/2021;PCRFA;558.23;10.25;0.06
31/12/2023;24/12/2021;PVEH;279.32;2.23;0.07
31/12/2023;30/12/2021;PVEH;188.02;1.54;0.00
31/12/2023;28/01/2022;PHIP;6,699.13;44.56;0.29
31/12/2023;31/01/2022;PHIP;3,574.80;21.40;0.14
31/12/2023;3/02/2022;PHIP;509.75;3.03;0.03
31/12/2023;14/02/2022;PCRFA;2,212.09;42.30;0.19
31/12/2023;17/02/2022;PCRFA;2,105.34;31.20;0.17
31/12/2023;20/02/2022;PCRFA;227.28;4.28;0.00
31/12/2023;23/02/2022;PCRFA;3,189.49;60.26;1.18
31/12/2023;23/02/2022;PVEH;244.92;2.30;0.02
31/12/2023;1/03/2022;PVEH;192.76;1.40;0.01
31/12/2023;30/03/2022;PHIP;9,537.52;59.63;0.17
31/12/2023;19/04/2022;PCRFA;2,888.86;57.19;4.30
31/12/2023;22/04/2022;PCRFA;3,895.72;59.53;3.86
31/12/2023;22/04/2022;PVEH;382.20;3.08;0.06
31/12/2023;25/04/2022;PCRFA;2,525.49;48.84;0.97
31/12/2023;25/04/2022;PVEH;792.64;5.54;0.15
31/12/2023;28/04/2022;PVEH;1,217.37;9.26;0.22
31/12/2023;27/05/2022;PHIP;4,411.95;30.08;0.04
31/12/2023;30/05/2022;PHIP;1,975.65;12.53;0.08
31/12/2023;2/06/2022;PHIP;748.21;2.54;0.05
31/12/2023;16/06/2022;PCRFA;4,297.37;49.77;0.65
31/12/2023;19/06/2022;PCRFA;721.51;14.49;0.05
31/12/2023;22/06/2022;PCRFA;1,651.46;23.93;0.12
31/12/2023;22/06/2022;PVEH;102.03;0.88;0.02
31/12/2023;28/06/2022;PVEH;835.09;6.65;0.12
31/12/2023;27/07/2022;PHIP;5,795.71;36.89;0.16
31/12/2023;2/08/2022;PHIP;589.35;5.14;0.25
31/12/2023;5/08/2022;PHIP;1,538.48;11.29;0.08
31/12/2023;13/08/2022;PCRFA;3,013.65;64.66;1.23
31/12/2023;16/08/2022;PCRFA;5,203.63;90.57;2.60
31/12/2023;19/08/2022;PCRFA;7,926.63;121.06;0.28
31/12/2023;22/08/2022;PCRFA;4,109.40;79.06;0.01
31/12/2023;22/08/2022;PVEH;518.73;3.83;0.01
31/12/2023;25/08/2022;PVEH;1,844.78;13.50;0.20
31/12/2023;31/08/2022;PVEH;390.98;2.81;0.09
31/12/2023;26/09/2022;PHIP;687.06;5.13;0.04
31/12/2023;29/09/2022;PHIP;3,490.78;22.75;0.12
31/12/2023;5/10/2022;PHIP;4,531.52;28.78;0.16
31/12/2023;13/10/2022;PCRFA;6,244.89;81.04;2.01
31/12/2023;16/10/2022;PCRFA;845.42;16.02;0.00
31/12/2023;19/10/2022;PCRFA;7,657.43;99.45;0.37
31/12/2023;22/10/2022;PCRFA;4,792.94;85.57;1.25
31/12/2023;25/10/2022;PVEH;274.10;1.92;0.05
31/12/2023;28/10/2022;PVEH;363.66;2.51;0.04
31/12/2023;31/10/2022;PVEH;1,542.88;10.41;0.12
31/12/2023;29/11/2022;PHIP;7,224.89;44.27;0.18
31/12/2023;2/12/2022;PHIP;2,954.98;19.83;0.07
31/12/2023;13/12/2022;PCRFA;4,810.79;80.27;0.00
31/12/2023;16/12/2022;PCRFA;4,599.65;72.22;0.00
31/12/2023;19/12/2022;PCRFA;2,784.95;55.03;1.22
31/12/2023;22/12/2022;PCRFA;4,238.74;64.83;1.78
31/12/2023;22/12/2022;PVEH;204.95;1.54;0.00
31/12/2023;28/12/2022;PVEH;174.87;1.33;0.04
31/12/2023;23/01/2023;PHIP;13,952.47;82.36;0.00
31/12/2023;26/01/2023;PHIP;1,628.26;10.32;0.07
31/12/2023;1/02/2023;PHIP;1,474.21;9.77;0.07
31/12/2023;12/02/2023;PCRFA;504.13;11.29;0.00
31/12/2023;15/02/2023;PCRFA;3,818.83;70.58;0.01
31/12/2023;18/02/2023;PCRFA;1,774.31;34.75;0.00
31/12/2023;21/02/2023;PVEH;542.49;4.12;0.07
31/12/2023;24/02/2023;PVEH;622.98;4.29;0.14
31/12/2023;27/02/2023;PVEH;164.80;1.24;0.06
31/12/2023;28/03/2023;PHIP;11,933.79;70.24;0.09
31/12/2023;31/03/2023;PHIP;7,014.51;54.07;0.21
31/12/2023;3/04/2023;PHIP;4,286.19;25.73;0.16
31/12/2023;11/04/2023;PCRFA;6,915.21;105.34;0.00
31/12/2023;14/04/2023;PCRFA;5,998.76;99.09;0.00
31/12/2023;17/04/2023;PCRFA;8,861.15;123.38;0.27
31/12/2023;20/04/2023;PCRFA;7,915.18;125.08;0.00
31/12/2023;20/04/2023;PVEH;388.28;2.62;0.05
31/12/2023;26/04/2023;PVEH;569.93;3.94;0.02
31/12/2023;25/05/2023;PHIP;1,719.28;9.17;0.04
31/12/2023;31/05/2023;PHIP;7,453.37;44.56;0.27
31/12/2023;11/06/2023;PCRFA;701.61;16.67;0.00
31/12/2023;14/06/2023;PCRFA;3,198.12;65.36;10.54
31/12/2023;17/06/2023;PCRFA;2,543.18;65.17;0.00
31/12/2023;20/06/2023;PCRFA;2,311.66;45.68;1.06
31/12/2023;20/06/2023;PVEH;692.63;4.61;0.14
31/12/2023;23/06/2023;PVEH;132.61;0.94;0.00
31/12/2023;26/06/2023;PVEH;296.23;2.05;0.09
31/12/2023;29/06/2023;PVEH;1,340.81;9.84;0.21
31/12/2023;25/07/2023;PHIP;3,543.62;15.77;0.13
31/12/2023;28/07/2023;PHIP;32,459.38;176.95;0.09
31/12/2023;31/07/2023;PHIP;7,537.96;45.82;0.34
31/12/2023;3/08/2023;PHIP;1,055.22;6.27;0.02
31/12/2023;11/08/2023;PCRFA;4,806.36;99.25;9.29
31/12/2023;14/08/2023;PCRFA;3,980.82;56.57;0.00
31/12/2023;17/08/2023;PCRFA;4,824.06;85.09;0.00
31/12/2023;20/08/2023;PCRFA;246.33;6.82;0.00
31/12/2023;23/08/2023;PVEH;1,095.42;6.79;0.13
31/12/2023;27/09/2023;PHIP;4,555.81;26.60;0.07
31/12/2023;11/10/2023;PCRFA;2,366.93;37.94;0.00
31/12/2023;14/10/2023;PCRFA;1,253.99;24.45;0.32
31/12/2023;17/10/2023;PCRFA;2,091.49;35.16;0.00
31/12/2023;17/10/2023;PVEH;2,112.15;13.03;0.15
31/12/2023;23/10/2023;PVEH;2,277.47;13.57;0.29
31/12/2023;26/10/2023;PVEH;723.10;4.79;0.08
31/12/2023;21/11/2023;PHIP;8,877.25;49.96;0.21
31/12/2023;24/11/2023;PHIP;3,788.85;22.22;0.08
31/12/2023;27/11/2023;PHIP;1,951.25;11.71;0.03
31/12/2023;30/11/2023;PHIP;14,348.16;87.39;3.32
31/12/2023;8/12/2023;PCRFA;1,732.22;33.82;86.35
31/12/2023;11/12/2023;PCRFA;2,616.27;43.32;146.37
31/12/2023;14/12/2023;PCRFA;1,740.10;29.19;120.61
31/12/2023;17/12/2023;PCRFA;235.03;4.99;18.07
31/12/2023;20/12/2023;PVEH;514.65;3.08;0.00
31/12/2023;2/10/2007;PHIP;975.66;7.04;0.00
31/12/2023;31/03/2009;PHIP;493.89;5.19;0.00
31/12/2023;31/05/2009;PHIP;205.79;1.91;0.01
31/12/2023;27/11/2009;PHIP;12.42;0.14;0.05
31/12/2023;3/03/2010;PVIVIENDA;219.96;1.84;0.00
31/12/2023;19/11/2010;PHIP;65.54;0.48;0.00
31/12/2023;18/03/2011;PHIP;482.17;7.36;0.00
31/12/2023;21/03/2011;PHIP;233.13;1.66;0.01
31/12/2023;27/05/2011;PHIP;179.01;0.97;0.00
31/12/2023;27/07/2011;PHIP;129.32;0.96;0.00
31/12/2023;20/09/2011;PHIP;1,085.38;8.23;0.08
31/12/2023;23/09/2011;PHIP;250.21;1.58;0.02
31/12/2023;17/11/2011;PHIP;141.84;1.01;0.01
31/12/2023;21/03/2012;PHIP;303.03;2.32;0.02
31/12/2023;15/05/2012;PHIP;502.27;3.73;0.03
31/12/2023;18/05/2012;PHIP;242.15;1.73;0.01
31/12/2023;11/09/2012;PHIP;739.01;5.62;0.04
31/12/2023;14/09/2012;PHIP;280.69;1.97;0.02
31/12/2023;14/11/2012;PHIP;2,285.93;18.35;0.04
31/12/2023;17/01/2013;PHIP;1,177.48;9.17;0.04
31/12/2023;10/05/2013;PHIP;991.33;6.74;0.07
31/12/2023;16/05/2013;PHIP;548.90;3.71;0.03
31/12/2023;12/11/2013;PHIP;66.20;0.50;0.00
31/12/2023;15/01/2014;PHIP;546.94;3.56;0.01
31/12/2023;11/03/2014;PHIP;3,027.65;25.01;0.05
31/12/2023;14/03/2014;PHIP;4.16;0.02;0.00
31/12/2023;17/03/2014;PHIP;404.96;2.62;0.05
31/12/2023;14/05/2014;PHIP;244.16;1.81;0.02
31/12/2023;8/07/2014;PHIP;826.36;6.00;0.06
31/12/2023;14/07/2014;PHIP;1,570.03;11.26;0.05
31/12/2023;13/11/2014;PHIP;392.16;3.15;0.02
31/12/2023;6/03/2015;PHIP;867.88;5.96;0.04
31/12/2023;12/03/2015;PHIP;733.96;5.23;0.04
31/12/2023;6/05/2015;PHIP;706.41;4.67;0.06
31/12/2023;3/07/2015;PHIP;611.38;3.85;0.06
31/12/2023;6/07/2015;PHIP;396.49;3.35;0.02
31/12/2023;5/11/2015;PHIP;78.80;0.94;0.01
31/12/2023;30/12/2015;PHIP;1,043.19;7.43;0.04
31/12/2023;5/01/2016;PHIP;65.53;0.52;0.01
31/12/2023;29/02/2016;PHIP;8,612.75;58.05;0.00
31/12/2023;9/03/2016;PHIP;375.87;3.45;0.03
31/12/2023;30/08/2016;PHIP;1,790.30;13.38;0.00
31/12/2023;2/09/2016;PHIP;128.27;1.15;0.00
31/12/2023;5/09/2016;PHIP;89.92;0.72;0.01
31/12/2023;28/09/2016;PVEH;65.77;0.63;0.00
31/12/2023;27/10/2016;PHIP;2,481.55;18.44;0.10
31/12/2023;2/11/2016;PHIP;2,057.59;13.71;0.08
31/12/2023;28/11/2016;PVEH;1.76;0.04;0.00
31/12/2023;27/12/2016;PHIP;126.08;0.96;0.01
31/12/2023;28/04/2017;PHIP;72.22;0.67;0.00
31/12/2023;28/06/2017;PHIP;2,985.76;18.88;0.10
31/12/2023;4/07/2017;PHIP;131.71;0.92;0.05
31/12/2023;28/08/2017;PHIP;579.80;3.91;0.01
31/12/2023;31/08/2017;PHIP;2,169.21;12.07;0.04
31/12/2023;25/10/2017;PHIP;1,618.94;19.95;0.02
31/12/2023;20/11/2017;PVEH;15.44;0.32;0.00
31/12/2023;28/12/2017;PHIP;118.84;0.96;0.00
31/12/2023;21/02/2018;PHIP;669.19;4.69;0.05
31/12/2023;27/02/2018;PHIP;476.86;3.36;0.03
31/12/2023;2/03/2018;PHIP;144.86;1.48;0.00
31/12/2023;26/04/2018;PHIP;4,138.12;28.35;0.03
31/12/2023;22/05/2018;PVEH;18.31;0.26;0.00
31/12/2023;26/06/2018;PHIP;3,593.77;25.46;0.19
31/12/2023;23/08/2018;PHIP;2,900.00;31.11;0.00
31/12/2023;29/08/2018;PHIP;3,029.23;18.77;0.07
31/12/2023;25/09/2018;PCRFA;25.19;0.63;0.00
31/12/2023;26/10/2018;PHIP;4,821.28;32.03;0.05
31/12/2023;29/10/2018;PHIP;1,084.59;7.14;0.05
31/12/2023;22/11/2018;PCRFA;122.31;4.84;0.00
31/12/2023;20/12/2018;PHIP;1,213.90;9.28;0.05
31/12/2023;26/12/2018;PHIP;1,612.20;10.41;0.03
31/12/2023;18/01/2019;PVEH;4.49;0.01;0.02
31/12/2023;21/01/2019;PVEH;3.70;0.01;0.00
31/12/2023;22/01/2019;PCRFA;0.17;0.00;0.00
31/12/2023;24/01/2019;PVEH;8.50;0.03;0.05
31/12/2023;19/02/2019;PHIP;678.49;4.57;0.03
31/12/2023;22/02/2019;PHIP;1,198.31;8.23;0.08
31/12/2023;28/02/2019;PHIP;1,694.59;11.39;0.08
31/12/2023;20/03/2019;PVEH;40.62;0.42;0.02
31/12/2023;26/03/2019;PVEH;36.94;0.23;0.05
31/12/2023;2/04/2019;PCRFA;3.18;0.07;0.00
31/12/2023;17/05/2019;PVEH;26.74;0.19;0.02
31/12/2023;20/05/2019;PVEH;56.48;0.34;0.01
31/12/2023;23/05/2019;PVEH;11.33;0.09;0.00
31/12/2023;27/05/2019;PCRFA;0.14;0.01;0.00
31/12/2023;18/06/2019;PHIP;1,994.17;12.55;0.06
31/12/2023;21/06/2019;PHIP;983.61;6.03;0.04
31/12/2023;24/06/2019;PHIP;346.84;2.34;0.02
31/12/2023;27/06/2019;PHIP;2,857.02;20.44;0.15
31/12/2023;23/07/2019;PVEH;14.33;0.13;0.00
31/12/2023;21/08/2019;PHIP;1,274.18;8.52;0.05
31/12/2023;27/08/2019;PHIP;2,678.14;16.51;0.07
31/12/2023;19/09/2019;PVEH;51.82;0.43;0.00
31/12/2023;23/09/2019;PCRFA;5.36;0.10;0.00
31/12/2023;26/09/2019;PCRFA;0.00;0.00;0.00
31/12/2023;18/10/2019;PHIP;1,855.61;12.29;0.06
31/12/2023;24/10/2019;PHIP;1,519.02;11.08;0.10
31/12/2023;13/11/2019;PVEH;15.59;0.11;0.00
31/12/2023;19/11/2019;PVEH;118.74;0.91;0.04
31/12/2023;20/11/2019;PCRFA;21.36;0.74;0.00
31/12/2023;23/11/2019;PCRFA;11.60;0.23;0.00
31/12/2023;26/11/2019;PCRFA;19.81;0.44;0.00
31/12/2023;29/11/2019;PCRFA;30.58;0.64;0.07
31/12/2023;18/12/2019;PHIP;2,442.70;19.16;0.06
31/12/2023;24/12/2019;PHIP;1,313.83;9.09;0.06
31/12/2023;27/12/2019;PHIP;7,292.78;-1,493.40;0.17
31/12/2023;16/01/2020;PVEH;246.38;1.89;0.12
31/12/2023;20/01/2020;PCRFA;57.89;0.77;0.00
31/12/2023;23/01/2020;PCRFA;58.56;0.71;0.02
31/12/2023;26/01/2020;PCRFA;0.25;0.00;0.00
31/12/2023;20/02/2020;PHIP;2,840.05;18.14;0.11
31/12/2023;11/03/2020;PVEH;81.51;0.67;0.04
31/12/2023;18/03/2020;PCRFA;27.87;0.59;0.00
31/12/2023;20/03/2020;PVEH;149.99;1.10;0.07
31/12/2023;21/03/2020;PCRFA;20.67;0.40;0.00
31/12/2023;24/03/2020;PCRFA;38.89;0.86;0.00
31/12/2023;27/03/2020;PCRFA;21.09;0.39;0.00
31/12/2023;24/04/2020;PHIP;561.21;4.07;0.03
31/12/2023;11/05/2020;PVEH;68.96;0.56;0.02
31/12/2023;14/05/2020;PVEH;104.01;0.86;0.02
31/12/2023;18/05/2020;PCRFA;210.49;4.79;0.00
31/12/2023;20/05/2020;PVEH;28.34;0.21;0.03
31/12/2023;21/05/2020;PCRFA;46.59;0.99;0.00
31/12/2023;27/05/2020;PCRFA;38.59;0.83;0.00
31/12/2023;14/07/2020;PVEH;111.00;0.86;0.03
31/12/2023;17/07/2020;PVEH;222.12;2.00;0.11
31/12/2023;18/07/2020;PCRFA;85.75;1.68;0.00
31/12/2023;20/07/2020;PVEH;116.08;1.06;0.02
31/12/2023;21/07/2020;PCRFA;53.77;1.12;0.00
31/12/2023;24/07/2020;PCRFA;75.85;0.96;0.00
31/12/2023;27/07/2020;PCRFA;55.50;1.15;0.00
31/12/2023;18/08/2020;PHIP;3,542.19;23.41;0.20
31/12/2023;21/08/2020;PHIP;1,953.50;13.47;0.11
31/12/2023;10/09/2020;PVEH;167.10;1.63;0.05
31/12/2023;16/09/2020;PVEH;41.88;0.34;0.02
31/12/2023;17/09/2020;PCRFA;182.11;3.78;0.55
31/12/2023;20/09/2020;PCRFA;30.84;0.56;0.00
31/12/2023;23/09/2020;PCRFA;196.53;4.14;0.00
31/12/2023;15/10/2020;PHIP;3,922.48;25.60;0.05
31/12/2023;21/10/2020;PHIP;851.18;5.46;0.14
31/12/2023;10/11/2020;PVEH;394.66;3.33;0.08
31/12/2023;13/11/2020;PVEH;19.83;0.16;0.00
31/12/2023;14/11/2020;PCRFA;204.96;4.31;0.00
31/12/2023;16/11/2020;PVEH;365.06;3.09;0.13
31/12/2023;17/11/2020;PCRFA;1,521.82;21.90;0.11
