Fecha;Fecha_Apertura;Producto;Ventas;Intereses;Comisiones
30/09/2023;7/10/2022;PVEH;1,116.61;7.12;0.10
30/09/2023;8/10/2022;PCRFA;4,792.31;75.85;1.43
30/09/2023;11/10/2022;PCRFA;6,226.29;92.75;3.48
30/09/2023;14/10/2022;PCRFA;7,702.00;127.96;0.02
30/09/2023;2/11/2022;PHIP;348.92;2.15;0.14
30/09/2023;8/11/2022;PHIP;2,465.50;13.89;0.03
30/09/2023;11/11/2022;PHIP;2,019.40;11.12;0.06
30/09/2023;28/11/2022;PVEH;326.15;2.13;0.03
30/09/2023;1/12/2022;PVEH;503.83;3.59;0.03
30/09/2023;4/12/2022;PVEH;68.36;0.44;0.00
30/09/2023;5/12/2022;PCRFA;4,188.38;73.20;1.30
30/09/2023;7/12/2022;PVEH;1,185.24;7.92;0.14
30/09/2023;8/12/2022;PCRFA;3,893.07;69.92;0.22
30/09/2023;11/12/2022;PCRFA;967.34;18.87;0.00
30/09/2023;14/12/2022;PCRFA;4,678.38;85.11;0.00
30/09/2023;5/01/2023;PHIP;4,448.50;26.95;0.04
30/09/2023;11/01/2023;PHIP;27,116.74;164.23;0.06
30/09/2023;31/01/2023;PVEH;186.71;1.20;0.04
30/09/2023;3/02/2023;PVEH;794.30;5.09;0.10
30/09/2023;4/02/2023;PCRFA;2,581.38;53.16;0.60
30/09/2023;7/02/2023;PCRFA;4,925.38;79.41;6.64
30/09/2023;10/02/2023;PCRFA;5,301.71;89.77;0.00
30/09/2023;7/03/2023;PHIP;261.32;2.04;0.01
30/09/2023;10/03/2023;PHIP;6,026.23;34.88;0.18
30/09/2023;27/03/2023;PVEH;1,219.68;8.34;0.13
30/09/2023;30/03/2023;PVEH;784.69;5.23;0.10
30/09/2023;3/04/2023;PCRFA;6,767.18;84.90;2.87
30/09/2023;5/04/2023;PVEH;88.93;0.60;0.00
30/09/2023;12/04/2023;PCRFA;5,882.04;95.95;0.26
30/09/2023;4/05/2023;PHIP;3,427.65;19.17;0.18
30/09/2023;10/05/2023;PHIP;6,249.09;37.16;0.10
30/09/2023;30/05/2023;PVEH;996.51;6.49;0.11
30/09/2023;2/06/2023;PVEH;1,204.69;7.85;0.17
30/09/2023;3/06/2023;PCRFA;3,045.84;60.93;0.00
30/09/2023;6/06/2023;PCRFA;6,351.51;117.58;4.98
30/09/2023;9/06/2023;PCRFA;5,439.32;98.36;0.00
30/09/2023;12/06/2023;PCRFA;3,265.65;66.78;1.05
30/09/2023;4/07/2023;PHIP;599.80;3.45;0.03
30/09/2023;7/07/2023;PHIP;10,054.54;57.98;0.36
30/09/2023;10/07/2023;PHIP;2,526.73;14.72;0.11
30/09/2023;27/07/2023;PVEH;171.48;1.15;0.03
30/09/2023;3/08/2023;PCRFA;2,641.40;54.21;3.47
30/09/2023;6/08/2023;PCRFA;884.21;19.51;0.00
30/09/2023;9/08/2023;PCRFA;2,356.15;51.40;0.00
30/09/2023;12/08/2023;PCRFA;1,673.74;41.58;0.00
30/09/2023;31/08/2023;PHIP;6,930.10;41.81;5.86
30/09/2023;6/09/2023;PHIP;944.10;5.30;0.06
30/09/2023;29/09/2023;PVEH;230.50;1.33;0.00
30/09/2023;9/05/2007;PHIP;100.04;2.00;0.00
30/09/2023;24/06/2009;PVIVIENDA;354.60;2.92;0.00
30/09/2023;6/11/2009;PHIP;36.04;0.29;0.01
30/09/2023;5/03/2010;PHIP;157.95;1.31;0.00
30/09/2023;22/04/2010;PVIVIENDA;251.26;2.12;0.00
30/09/2023;26/08/2010;PHIP;478.98;3.17;0.01
30/09/2023;29/12/2010;PHIP;774.19;7.04;0.03
30/09/2023;25/02/2011;PHIP;133.69;0.82;0.02
30/09/2023;28/02/2011;PHIP;1,017.33;8.88;0.04
30/09/2023;3/05/2011;PHIP;244.95;1.71;0.01
30/09/2023;27/06/2011;PHIP;234.94;1.77;0.02
30/09/2023;30/06/2011;PHIP;827.05;5.88;0.04
30/09/2023;30/08/2011;PHIP;1,358.00;9.76;0.11
30/09/2023;2/09/2011;PHIP;52.10;0.45;0.01
30/09/2023;27/10/2011;PHIP;2,546.15;18.17;0.08
30/09/2023;27/12/2011;PHIP;511.75;3.64;0.03
30/09/2023;27/08/2012;PHIP;657.61;4.32;0.01
30/09/2023;18/10/2012;PHIP;1,738.29;12.61;0.09
30/09/2023;24/10/2012;PHIP;248.71;1.94;0.01
30/09/2023;24/12/2012;PHIP;619.30;4.63;0.03
30/09/2023;26/02/2013;PHIP;32.65;0.20;0.02
30/09/2023;19/04/2013;PHIP;738.63;5.13;0.04
30/09/2023;25/04/2013;PHIP;853.06;6.00;0.03
30/09/2023;19/08/2013;PHIP;424.34;3.34;0.03
30/09/2023;22/08/2013;PHIP;660.09;4.58;0.04
30/09/2023;25/10/2013;PHIP;1,333.22;8.77;0.04
30/09/2023;12/02/2014;PHIP;432.32;2.99;0.02
30/09/2023;14/04/2014;PHIP;793.20;5.68;0.05
30/09/2023;23/06/2014;PHIP;31.62;0.28;0.01
30/09/2023;20/08/2014;PHIP;613.50;4.15;0.04
30/09/2023;11/12/2014;PHIP;1,160.62;7.17;0.05
30/09/2023;9/06/2015;PHIP;2,962.59;23.74;0.00
30/09/2023;12/08/2015;PHIP;659.92;4.47;0.03
30/09/2023;18/08/2015;PHIP;1,123.23;8.01;0.00
30/09/2023;9/12/2015;PHIP;204.88;1.27;0.00
30/09/2023;15/12/2015;PHIP;510.20;0.10;0.00
30/09/2023;18/12/2015;PHIP;522.33;3.72;0.05
30/09/2023;8/02/2016;PHIP;485.82;3.36;15.34
30/09/2023;11/02/2016;PHIP;18.67;0.16;0.00
30/09/2023;6/04/2016;PHIP;998.77;6.32;0.04
30/09/2023;9/06/2016;PHIP;1,866.79;12.41;0.05
30/09/2023;9/08/2016;PHIP;1,475.41;9.63;0.06
30/09/2023;6/10/2016;PHIP;3,265.41;20.55;0.14
30/09/2023;6/12/2016;PHIP;12,016.66;69.14;0.00
30/09/2023;9/12/2016;PHIP;1,600.65;10.30;0.04
30/09/2023;12/12/2016;PHIP;561.58;4.05;0.06
30/09/2023;4/04/2017;PHIP;237.82;1.41;0.01
30/09/2023;10/04/2017;PHIP;180.13;1.17;0.00
30/09/2023;7/06/2017;PHIP;1,588.58;10.90;0.10
30/09/2023;1/08/2017;PHIP;3,031.44;16.60;0.01
30/09/2023;4/08/2017;PHIP;1,638.64;10.55;0.09
30/09/2023;4/10/2017;PHIP;1,437.68;8.40;0.00
30/09/2023;4/12/2017;PHIP;121.30;1.30;0.01
30/09/2023;7/12/2017;PHIP;320.14;2.41;0.05
30/09/2023;2/04/2018;PHIP;259.27;2.04;0.01
30/09/2023;30/05/2018;PHIP;3,577.15;24.56;0.23
30/09/2023;5/06/2018;PHIP;687.64;5.45;0.04
30/09/2023;30/07/2018;PHIP;847.47;6.13;0.03
30/09/2023;2/08/2018;PHIP;1,954.53;15.48;0.09
30/09/2023;28/08/2018;PVEH;10.01;0.10;0.00
30/09/2023;2/10/2018;PHIP;318.24;2.06;0.02
30/09/2023;5/10/2018;PHIP;1,216.21;6.77;0.04
30/09/2023;25/10/2018;PVEH;11.41;0.05;0.00
30/09/2023;26/11/2018;PHIP;422.96;2.49;0.06
30/09/2023;29/11/2018;PHIP;2,012.40;12.47;0.10
30/09/2023;28/12/2018;PVEH;141.45;0.86;0.07
30/09/2023;7/01/2019;PCRFA;0.12;0.00;0.00
30/09/2023;29/01/2019;PHIP;265.15;1.84;0.01
30/09/2023;1/02/2019;PHIP;763.44;5.13;0.02
30/09/2023;4/02/2019;PHIP;1,024.61;8.15;0.01
30/09/2023;21/02/2019;PVEH;13.07;0.07;0.02
30/09/2023;27/02/2019;PVEH;180.82;1.16;0.08
30/09/2023;6/03/2019;PCRFA;0.09;0.00;0.00
30/09/2023;28/03/2019;PHIP;792.94;4.98;0.04
30/09/2023;23/04/2019;PVEH;15.15;0.09;0.00
30/09/2023;26/04/2019;PVEH;8.20;0.05;0.00
30/09/2023;30/04/2019;PCRFA;6.49;0.15;0.00
30/09/2023;2/05/2019;PVEH;53.41;0.35;0.01
30/09/2023;3/05/2019;PCRFA;1.19;0.02;0.00
30/09/2023;6/05/2019;PCRFA;5.50;0.12;0.00
30/09/2023;28/05/2019;PHIP;1,493.85;10.37;0.05
30/09/2023;31/05/2019;PHIP;2,064.42;12.16;0.04
30/09/2023;6/06/2019;PHIP;2,126.27;12.84;0.09
30/09/2023;26/06/2019;PVEH;129.43;1.33;0.00
30/09/2023;3/07/2019;PCRFA;5.51;0.12;0.00
30/09/2023;6/07/2019;PCRFA;0.53;0.01;0.00
30/09/2023;31/07/2019;PHIP;788.48;6.06;0.10
30/09/2023;20/08/2019;PVEH;32.46;0.26;0.00
30/09/2023;23/08/2019;PVEH;25.70;0.22;0.00
30/09/2023;26/08/2019;PVEH;107.31;0.75;0.03
30/09/2023;27/08/2019;PCRFA;29.52;0.49;0.03
30/09/2023;29/08/2019;PVEH;27.86;0.17;0.03
30/09/2023;30/08/2019;PCRFA;15.72;0.06;0.01
30/09/2023;2/09/2019;PCRFA;33.28;0.36;0.00
30/09/2023;5/09/2019;PCRFA;52.15;0.66;0.00
30/09/2023;27/09/2019;PHIP;1,421.77;10.45;0.10
30/09/2023;30/09/2019;PHIP;1,869.39;13.14;0.09
30/09/2023;3/10/2019;PHIP;3,564.05;23.24;0.12
30/09/2023;27/10/2019;PCRFA;15.05;0.18;0.00
30/09/2023;29/10/2019;PVEH;117.85;0.96;0.04
30/09/2023;30/10/2019;PCRFA;57.00;0.67;0.00
30/09/2023;2/11/2019;PCRFA;11.07;0.17;0.00
30/09/2023;5/11/2019;PCRFA;44.26;0.59;0.01
30/09/2023;27/11/2019;PHIP;1,548.12;10.45;0.02
30/09/2023;23/12/2019;PVEH;214.71;1.59;0.06
30/09/2023;26/12/2019;PVEH;111.86;0.88;0.01
30/09/2023;27/12/2019;PCRFA;5.07;0.09;0.00
30/09/2023;30/12/2019;PCRFA;58.68;0.88;0.02
30/09/2023;2/01/2020;PCRFA;14.81;0.24;0.00
30/09/2023;5/01/2020;PCRFA;23.89;0.36;0.00
30/09/2023;24/01/2020;PHIP;1,538.45;10.44;0.03
30/09/2023;30/01/2020;PHIP;9,676.13;58.42;0.13
30/09/2023;19/02/2020;PVEH;228.23;1.75;0.05
30/09/2023;25/02/2020;PVEH;40.23;0.30;0.00
30/09/2023;26/02/2020;PCRFA;82.80;1.71;0.00
30/09/2023;29/02/2020;PCRFA;91.34;1.76;0.00
30/09/2023;3/03/2020;PCRFA;120.04;2.59;0.34
30/09/2023;25/03/2020;PHIP;1,299.50;8.89;0.06
30/09/2023;31/03/2020;PHIP;1,760.64;11.37;0.09
30/09/2023;17/04/2020;PVEH;95.33;0.88;0.00
30/09/2023;23/04/2020;PVEH;19.36;0.15;0.00
30/09/2023;24/04/2020;PCRFA;88.89;1.86;0.00
30/09/2023;27/04/2020;PCRFA;129.06;2.78;0.00
30/09/2023;30/04/2020;PCRFA;183.83;3.34;0.00
30/09/2023;22/05/2020;PHIP;91.90;0.66;0.01
30/09/2023;25/05/2020;PHIP;348.67;2.62;0.01
30/09/2023;28/05/2020;PHIP;4,052.38;25.21;0.09
30/09/2023;23/06/2020;PVEH;199.97;1.50;0.03
30/09/2023;24/06/2020;PCRFA;108.60;2.30;0.00
30/09/2023;26/06/2020;PVEH;482.37;3.62;0.07
30/09/2023;27/06/2020;PCRFA;107.35;2.22;0.00
30/09/2023;30/06/2020;PCRFA;32.76;0.54;0.00
30/09/2023;3/07/2020;PCRFA;27.63;0.56;0.00
30/09/2023;22/07/2020;PHIP;830.64;6.04;0.03
30/09/2023;28/07/2020;PHIP;1,552.11;10.24;0.08
30/09/2023;31/07/2020;PHIP;4,258.20;35.79;0.04
30/09/2023;17/08/2020;PVEH;262.33;2.14;0.08
30/09/2023;20/08/2020;PVEH;288.64;2.18;0.05
30/09/2023;24/08/2020;PCRFA;92.91;1.67;0.00
30/09/2023;26/08/2020;PVEH;28.69;0.20;0.00
30/09/2023;27/08/2020;PCRFA;107.68;2.22;0.00
30/09/2023;30/08/2020;PCRFA;16.42;0.33;0.00
30/09/2023;2/09/2020;PCRFA;146.10;2.50;0.00
30/09/2023;21/09/2020;PHIP;1,109.69;7.65;0.03
30/09/2023;24/09/2020;PHIP;4,813.01;31.84;0.22
30/09/2023;30/09/2020;PHIP;2,938.82;23.37;0.09
30/09/2023;23/10/2020;PVEH;283.19;2.23;0.07
30/09/2023;24/10/2020;PCRFA;66.60;1.41;0.00
30/09/2023;27/10/2020;PCRFA;129.54;1.47;0.00
30/09/2023;30/10/2020;PCRFA;486.63;7.49;0.07
30/09/2023;2/11/2020;PCRFA;23.67;0.41;0.00
30/09/2023;24/11/2020;PHIP;1,453.16;11.15;0.14
30/09/2023;27/11/2020;PHIP;5,563.27;37.30;0.25
30/09/2023;14/12/2020;PVEH;216.61;1.70;0.03
30/09/2023;17/12/2020;PVEH;270.25;2.13;0.08
30/09/2023;21/12/2020;PCRFA;352.07;5.59;0.02
30/09/2023;24/12/2020;PCRFA;87.24;-0.71;0.00
30/09/2023;27/12/2020;PCRFA;17.48;0.35;0.00
30/09/2023;30/12/2020;PCRFA;225.20;4.83;0.00
30/09/2023;18/01/2021;PHIP;1,757.50;12.53;0.09
30/09/2023;21/01/2021;PHIP;4,678.09;31.90;0.22
30/09/2023;27/01/2021;PHIP;5,121.03;32.35;0.17
30/09/2023;16/02/2021;PVEH;881.40;6.59;0.07
30/09/2023;19/02/2021;PVEH;158.42;0.90;0.01
30/09/2023;20/02/2021;PCRFA;166.04;2.94;0.66
30/09/2023;22/02/2021;PVEH;338.07;2.59;0.09
30/09/2023;23/02/2021;PCRFA;652.45;13.96;0.05
30/09/2023;26/02/2021;PCRFA;933.42;9.24;0.13
30/09/2023;1/03/2021;PCRFA;373.31;6.46;0.03
30/09/2023;26/03/2021;PHIP;2,453.86;15.82;0.05
30/09/2023;29/03/2021;PHIP;6,420.16;38.15;0.33
30/09/2023;15/04/2021;PVEH;119.96;0.96;0.00
30/09/2023;21/04/2021;PVEH;212.90;1.65;0.04
30/09/2023;22/04/2021;PCRFA;1,825.49;27.60;0.21
30/09/2023;25/04/2021;PCRFA;146.78;2.90;0.00
30/09/2023;28/04/2021;PCRFA;1,324.67;19.05;0.17
30/09/2023;1/05/2021;PCRFA;455.39;8.73;0.02
30/09/2023;20/05/2021;PHIP;5,742.83;35.87;0.03
30/09/2023;26/05/2021;PHIP;10,278.18;66.29;14.21
30/09/2023;15/06/2021;PVEH;81.55;0.58;0.00
30/09/2023;21/06/2021;PVEH;109.42;1.10;0.00
30/09/2023;22/06/2021;PCRFA;1,388.97;17.78;0.74
30/09/2023;24/06/2021;PVEH;330.44;2.78;0.06
30/09/2023;25/06/2021;PCRFA;766.07;10.19;2.52
30/09/2023;28/06/2021;PCRFA;16.48;0.31;0.00
30/09/2023;1/07/2021;PCRFA;927.19;13.17;0.07
30/09/2023;20/07/2021;PHIP;1,736.09;11.25;0.11
30/09/2023;23/07/2021;PHIP;1,178.33;7.29;0.05
30/09/2023;26/07/2021;PHIP;1,259.62;8.60;0.06
30/09/2023;18/08/2021;PVEH;90.87;0.65;0.00
30/09/2023;22/08/2021;PCRFA;116.51;2.17;0.00
30/09/2023;25/08/2021;PCRFA;1,002.25;17.39;1.04
30/09/2023;28/08/2021;PCRFA;603.05;12.60;0.03
30/09/2023;16/09/2021;PHIP;2,176.34;14.85;0.11
30/09/2023;22/09/2021;PHIP;407.64;2.83;0.02
30/09/2023;15/10/2021;PVEH;304.63;2.29;0.07
30/09/2023;18/10/2021;PVEH;179.55;1.39;0.05
30/09/2023;19/10/2021;PCRFA;2,806.98;47.44;1.09
30/09/2023;21/10/2021;PVEH;427.71;3.28;0.04
30/09/2023;22/10/2021;PCRFA;1,562.18;27.05;0.16
30/09/2023;25/10/2021;PCRFA;1,651.91;30.49;0.15
30/09/2023;28/10/2021;PCRFA;2,562.39;49.46;0.27
30/09/2023;16/11/2021;PHIP;705.06;4.29;0.03
30/09/2023;19/11/2021;PHIP;7,647.79;44.96;0.08
30/09/2023;22/11/2021;PHIP;1,594.66;11.07;0.07
30/09/2023;25/11/2021;PHIP;1,028.09;6.53;0.03
30/09/2023;15/12/2021;PVEH;105.11;0.73;0.03
30/09/2023;19/12/2021;PCRFA;452.47;5.56;0.05
30/09/2023;21/12/2021;PVEH;1,389.07;9.31;0.17
30/09/2023;22/12/2021;PCRFA;1,788.61;32.52;0.14
30/09/2023;28/12/2021;PCRFA;1,711.59;24.06;0.16
30/09/2023;19/01/2022;PHIP;598.01;4.19;0.02
30/09/2023;25/01/2022;PHIP;273.50;1.94;0.01
30/09/2023;11/02/2022;PVEH;294.45;1.91;0.00
30/09/2023;14/02/2022;PVEH;339.23;2.60;0.05
30/09/2023;17/02/2022;PVEH;339.31;2.42;0.09
30/09/2023;18/02/2022;PCRFA;3,930.37;65.80;0.34
30/09/2023;21/02/2022;PCRFA;5,016.93;62.91;2.60
30/09/2023;24/02/2022;PCRFA;3,359.63;60.19;0.30
30/09/2023;27/02/2022;PCRFA;577.30;10.30;0.02
30/09/2023;18/03/2022;PHIP;1,792.64;10.71;0.09
30/09/2023;21/03/2022;PHIP;2,964.05;19.14;0.12
30/09/2023;24/03/2022;PHIP;1,956.96;13.35;0.09
30/09/2023;19/04/2022;PVEH;526.89;3.64;0.15
30/09/2023;20/04/2022;PCRFA;3,767.11;64.36;4.80
30/09/2023;23/04/2022;PCRFA;2,308.02;43.61;0.24
30/09/2023;26/04/2022;PCRFA;2,860.09;52.24;0.18
30/09/2023;18/05/2022;PHIP;2,408.89;12.75;0.05
30/09/2023;24/05/2022;PHIP;6,160.24;24.60;0.12
30/09/2023;10/06/2022;PVEH;2,054.03;14.56;0.17
30/09/2023;13/06/2022;PVEH;558.82;3.89;0.06
30/09/2023;16/06/2022;PVEH;326.46;2.15;0.09
30/09/2023;17/06/2022;PCRFA;3,493.09;64.30;0.30
30/09/2023;20/06/2022;PCRFA;3,167.44;57.98;0.46
30/09/2023;23/06/2022;PCRFA;794.30;15.72;0.00
30/09/2023;26/06/2022;PCRFA;328.56;7.26;0.00
30/09/2023;15/07/2022;PHIP;634.71;3.91;0.03
30/09/2023;18/07/2022;PHIP;2,124.40;14.49;0.04
30/09/2023;21/07/2022;PHIP;2,881.72;18.79;0.09
30/09/2023;10/08/2022;PVEH;164.84;1.05;0.02
30/09/2023;16/08/2022;PVEH;1,089.01;7.62;0.03
30/09/2023;17/08/2022;PCRFA;6,125.15;112.99;3.31
30/09/2023;19/08/2022;PVEH;481.36;3.20;0.07
30/09/2023;20/08/2022;PCRFA;3,014.00;54.77;0.00
30/09/2023;23/08/2022;PCRFA;6,066.96;102.43;3.94
30/09/2023;26/08/2022;PCRFA;7,458.37;135.62;4.33
30/09/2023;14/09/2022;PHIP;823.13;4.72;0.02
30/09/2023;20/09/2022;PHIP;315.99;2.82;0.01
30/09/2023;23/09/2022;PHIP;1,050.89;6.78;0.05
30/09/2023;10/10/2022;PVEH;540.35;3.73;0.01
30/09/2023;13/10/2022;PVEH;98.13;0.72;0.03
30/09/2023;17/10/2022;PCRFA;6,383.05;110.05;1.55
30/09/2023;19/10/2022;PVEH;979.62;6.40;0.09
30/09/2023;20/10/2022;PCRFA;1,264.99;20.14;0.34
30/09/2023;23/10/2022;PCRFA;1,064.83;21.92;1.34
30/09/2023;26/10/2022;PCRFA;8,247.91;142.57;3.45
30/09/2023;14/11/2022;PHIP;6,257.28;37.63;0.00
30/09/2023;17/11/2022;PHIP;7,000.32;42.96;0.17
30/09/2023;23/11/2022;PHIP;3,976.77;23.94;0.16
30/09/2023;13/12/2022;PVEH;1,277.24;9.42;0.24
30/09/2023;16/12/2022;PVEH;328.19;2.43;0.01
30/09/2023;17/12/2022;PCRFA;3,029.33;49.96;8.60
30/09/2023;20/12/2022;PCRFA;5,355.65;91.83;0.00
30/09/2023;23/12/2022;PCRFA;4,517.08;80.49;0.00
30/09/2023;17/01/2023;PHIP;44,186.88;277.26;0.08
30/09/2023;20/01/2023;PHIP;5,761.59;35.02;0.10
30/09/2023;6/02/2023;PVEH;708.69;4.67;0.13
30/09/2023;9/02/2023;PVEH;756.86;5.47;0.21
30/09/2023;13/02/2023;PCRFA;4,259.29;72.69;1.44
30/09/2023;16/02/2023;PCRFA;7,704.83;108.82;0.26
30/09/2023;19/02/2023;PCRFA;870.06;16.86;0.00
30/09/2023;22/02/2023;PCRFA;2,995.15;49.62;0.00
30/09/2023;13/03/2023;PHIP;486.82;3.00;0.02
30/09/2023;16/03/2023;PHIP;2,797.93;15.97;0.12
30/09/2023;22/03/2023;PHIP;2,439.66;21.01;0.10
30/09/2023;11/04/2023;PVEH;1,159.84;7.74;0.12
30/09/2023;14/04/2023;PVEH;289.12;2.02;0.05
30/09/2023;15/04/2023;PCRFA;5,117.52;81.58;0.00
30/09/2023;17/04/2023;PVEH;346.45;2.35;0.06
30/09/2023;18/04/2023;PCRFA;6,516.00;105.55;0.00
30/09/2023;21/04/2023;PCRFA;5,851.54;96.52;1.81
30/09/2023;24/04/2023;PCRFA;7,021.33;111.20;4.32
30/09/2023;19/05/2023;PHIP;3,643.59;21.40;0.01
30/09/2023;22/05/2023;PHIP;2,016.18;11.46;0.06
30/09/2023;8/06/2023;PVEH;371.80;2.44;0.11
30/09/2023;15/06/2023;PCRFA;2,769.31;59.85;0.00
30/09/2023;18/06/2023;PCRFA;507.36;13.74;0.00
30/09/2023;21/06/2023;PCRFA;2,744.22;60.51;0.31
30/09/2023;24/06/2023;PCRFA;1,523.20;35.78;0.00
30/09/2023;13/07/2023;PHIP;1,588.62;9.36;0.02
30/09/2023;19/07/2023;PHIP;12,363.76;71.13;0.02
30/09/2023;8/08/2023;PVEH;149.87;1.01;0.04
30/09/2023;14/08/2023;PVEH;388.08;2.23;0.05
30/09/2023;15/08/2023;PCRFA;2,726.22;56.17;0.00
30/09/2023;18/08/2023;PCRFA;4,553.58;77.16;0.00
30/09/2023;21/08/2023;PCRFA;2,590.51;51.52;0.00
30/09/2023;12/09/2023;PHIP;433.83;1.82;0.05
30/09/2023;18/09/2023;PHIP;123.50;0.74;0.02
30/09/2023;25/09/2009;PHIP;254.28;2.25;0.01
30/09/2023;18/12/2009;PVIVIENDA;86.64;0.70;0.00
30/09/2023;7/06/2010;PVIVIENDA;123.82;1.01;0.00
30/09/2023;29/09/2010;PHIP;51.87;0.42;0.01
30/09/2023;26/11/2010;PHIP;132.76;0.87;0.00
30/09/2023;25/03/2011;PHIP;555.51;3.91;0.04
30/09/2023;28/03/2011;PHIP;576.05;4.84;0.00
30/09/2023;31/03/2011;PHIP;872.31;6.17;0.07
30/09/2023;31/05/2011;PHIP;1,201.03;8.47;0.03
30/09/2023;25/07/2011;PHIP;45.19;0.35;0.00
30/09/2023;28/07/2011;PHIP;383.61;2.41;0.09
30/09/2023;18/01/2012;PHIP;418.44;3.08;0.02
30/09/2023;19/07/2012;PHIP;519.15;4.86;0.03
30/09/2023;25/07/2012;PHIP;1,000.82;5.49;0.05
30/09/2023;18/09/2012;PHIP;615.99;4.14;0.00
30/09/2023;21/09/2012;PHIP;75.49;0.50;0.01
30/09/2023;18/01/2013;PHIP;437.97;3.20;0.02
30/09/2023;21/01/2013;PHIP;349.41;2.37;0.02
30/09/2023;14/03/2013;PHIP;538.28;3.32;0.03
30/09/2023;14/05/2013;PHIP;338.83;2.09;0.05
30/09/2023;23/05/2013;PHIP;108.71;0.67;0.02
30/09/2023;23/07/2013;PHIP;518.88;3.36;0.04
30/09/2023;13/09/2013;PHIP;81.99;0.88;0.02
30/09/2023;19/11/2013;PHIP;344.06;2.47;0.01
30/09/2023;10/01/2014;PHIP;472.83;3.27;0.03
30/09/2023;12/03/2014;PHIP;955.91;6.25;0.04
30/09/2023;21/03/2014;PHIP;682.72;4.96;0.04
30/09/2023;12/05/2014;PHIP;425.02;2.95;0.02
30/09/2023;15/05/2014;PHIP;507.61;3.56;0.00
30/09/2023;15/07/2014;PHIP;829.08;5.51;0.04
30/09/2023;18/07/2014;PHIP;409.62;2.98;0.05
30/09/2023;11/09/2014;PHIP;178.91;1.73;0.00
30/09/2023;14/11/2014;PHIP;24.83;0.32;0.00
30/09/2023;10/03/2015;PHIP;523.91;3.84;0.03
30/09/2023;13/03/2015;PHIP;560.06;3.65;0.27
30/09/2023;13/05/2015;PHIP;365.96;2.64;0.02
30/09/2023;13/07/2015;PHIP;41.73;0.27;0.02
30/09/2023;16/07/2015;PHIP;1,043.97;6.65;0.02
30/09/2023;9/09/2015;PHIP;282.88;1.86;0.02
30/09/2023;3/11/2015;PHIP;1,521.73;9.48;0.11
30/09/2023;6/11/2015;PHIP;310.42;2.21;0.02
30/09/2023;12/11/2015;PHIP;583.35;3.81;0.03
30/09/2023;6/01/2016;PHIP;1,214.57;7.86;0.03
30/09/2023;4/03/2016;PHIP;2,076.88;12.44;0.04
30/09/2023;10/03/2016;PHIP;1,639.32;12.60;0.07
30/09/2023;13/05/2016;PHIP;693.15;4.94;0.04
30/09/2023;27/07/2016;PVEH;11.53;0.20;0.00
30/09/2023;31/10/2016;PHIP;1,159.01;7.67;0.05
30/09/2023;3/11/2016;PHIP;543.45;3.48;0.03
30/09/2023;2/03/2017;PHIP;121.62;0.85;0.02
30/09/2023;8/03/2017;PHIP;436.17;3.02;0.02
30/09/2023;29/06/2017;PHIP;203.75;2.75;0.04
30/09/2023;29/08/2017;PHIP;1,433.66;9.57;0.06
30/09/2023;1/09/2017;PHIP;248.31;1.69;0.02
30/09/2023;7/09/2017;PHIP;995.82;6.87;0.05
30/09/2023;27/09/2017;PVEH;18.62;0.28;0.00
30/09/2023;26/12/2017;PHIP;1,383.46;9.61;0.09
30/09/2023;4/01/2018;PHIP;522.04;4.08;0.01
30/09/2023;6/03/2018;PHIP;237.36;2.26;0.01
30/09/2023;27/04/2018;PHIP;3,534.36;24.57;0.17
30/09/2023;30/04/2018;PHIP;81,894.99;538.62;0.01
30/09/2023;3/05/2018;PHIP;817.52;5.58;0.04
30/09/2023;27/06/2018;PHIP;3,595.86;21.60;0.11
30/09/2023;3/07/2018;PHIP;1,680.77;10.92;0.06
30/09/2023;24/08/2018;PHIP;1,168.94;7.41;0.08
30/09/2023;30/08/2018;PHIP;2,720.44;18.85;0.06
30/09/2023;19/09/2018;PVEH;0.71;0.01;0.00
30/09/2023;25/09/2018;PVEH;12.19;0.08;0.00
30/09/2023;24/10/2018;PHIP;4,609.70;28.76;0.14
30/09/2023;30/10/2018;PHIP;6,090.22;36.64;0.31
30/09/2023;2/11/2018;PHIP;281.19;2.07;0.05
30/09/2023;28/11/2018;PVEH;63.13;0.35;0.09
30/09/2023;24/12/2018;PHIP;1,514.13;11.32;0.08
30/09/2023;27/12/2018;PHIP;3,297.50;27.86;0.05
30/09/2023;16/01/2019;PCRFA;3.30;0.06;0.00
30/09/2023;22/01/2019;PVEH;19.83;0.15;0.02
30/09/2023;25/01/2019;PVEH;48.14;0.28;0.08
30/09/2023;28/01/2019;PVEH;95.71;0.82;0.04
30/09/2023;26/02/2019;PHIP;814.80;6.29;5.55
30/09/2023;1/03/2019;PHIP;601.54;3.83;0.03
30/09/2023;12/03/2019;PCRFA;0.95;0.02;0.00
30/09/2023;18/03/2019;PCRFA;10.44;0.12;0.00
30/09/2023;21/03/2019;PCRFA;0.88;0.02;0.00
30/09/2023;21/03/2019;PVEH;25.59;0.16;0.02
30/09/2023;27/03/2019;PVEH;6.27;0.04;0.00
30/09/2023;22/04/2019;PHIP;295.46;1.82;0.02
30/09/2023;25/04/2019;PHIP;2,966.75;18.69;0.15
30/09/2023;1/05/2019;PHIP;675.47;5.03;0.00
